species,treatment,value
o,x1,-0.5604466253123758
o,x1,-0.5604466253123758
o,x1,-0.5604466253123758
o,x1,-0.5604466253123758
o,x1,-0.5585485575086676
o,x1,-0.5585485575086676
o,x1,-0.5585485575086676
o,x1,-0.5585485575086676
o,x1,-0.5601739177957952
o,x1,-0.5620657915113376
o,x1,-0.5620657915113376
o,x1,-0.5645396725831486
o,x1,-0.5645396725831486
o,x1,-0.5645396725831486
o,x1,-0.5645396725831486
o,x1,-0.5637441404181843
o,x1,-0.5637441404181843
o,x1,-0.5637441404181843
o,x1,-0.5632495195217107
o,x1,-0.5632495195217107
o,x1,-0.5623454428919674
o,x1,-0.5623454428919674
o,x1,-0.5623454428919674
o,x1,-0.5623454428919674
o,x1,-0.5623454428919674
o,x1,-0.5623454428919674
o,x1,-0.5623454428919674
o,x1,-0.5611249253822109
o,x1,-0.5611249253822109
o,x1,-0.5611249253822109
o,x1,-0.5611249253822109
o,x1,-0.5611249253822109
o,x1,-0.5611249253822109
o,x1,-0.5611249253822109
o,x1,-0.5611249253822109
o,x1,-0.5611249253822109
o,x1,-0.5581360168535662
o,x1,-0.5582410142911971
o,x1,-0.5582410142911971
o,x1,-0.5582410142911971
o,x1,-0.5620648291152344
o,x1,-0.5620648291152344
o,x1,-0.5620648291152344
o,x1,-0.5638743090304877
o,x1,-0.5636430116621177
o,x1,-0.5636430116621177
o,x1,-0.5636430116621177
o,x1,-0.5636430116621177
o,x1,-0.5636430116621177
o,x1,-0.5636430116621177
o,x1,-0.5658557130275147
o,x1,-0.5643569646032239
o,x1,-0.5643569646032239
o,x1,-0.5643569646032239
o,x1,-0.5643569646032239
o,x1,-0.5643569646032239
o,x1,-0.5643569646032239
o,x1,-0.5643569646032239
o,x1,-0.5646045620774047
o,x1,-0.5645335942237115
o,x1,-0.5665498249511806
o,x1,-0.5665498249511806
o,x1,-0.5665498249511806
o,x1,-0.5665498249511806
o,x1,-0.5665498249511806
o,x1,-0.5665498249511806
o,x1,-0.5656893856704646
o,x1,-0.5656893856704646
o,x1,-0.5656893856704646
o,x1,-0.5656893856704646
o,x1,-0.5656893856704646
o,x1,-0.5656893856704646
o,x1,-0.5656893856704646
o,x1,-0.5656893856704646
o,x1,-0.5652587282901884
o,x1,-0.5652587282901884
o,x1,-0.5650193420319124
o,x1,-0.5650193420319124
o,x1,-0.5650193420319124
o,x1,-0.5650193420319124
o,x1,-0.5650193420319124
o,x1,-0.5650193420319124
o,x1,-0.5643860567234699
o,x1,-0.5617735098318815
o,x1,-0.5617735098318815
o,x1,-0.5617735098318815
o,x1,-0.5617735098318815
o,x1,-0.5617735098318815
o,x1,-0.5611973320523427
o,x1,-0.5611973320523427
o,x1,-0.5598169346969644
o,x1,-0.5598169346969644
o,x1,-0.5598169346969644
o,x1,-0.5598169346969644
o,x1,-0.5607595338628791
o,x1,-0.5607595338628791
o,x1,-0.5607595338628791
o,x1,-0.5607595338628791
o,x1,-0.5623335077466782
o,x1,-0.561642065297552
o,x1,-0.5619722339831601
o,x1,-0.5606636184579112
o,x1,-0.5606636184579112
o,x1,-0.5604720360025474
o,x1,-0.5604720360025474
o,x1,-0.5604720360025474
o,x1,-0.5604720360025474
o,x1,-0.5604720360025474
o,x1,-0.5604720360025474
o,x1,-0.5591410916082291
o,x1,-0.5591410916082291
o,x1,-0.5591410916082291
o,x1,-0.5591410916082291
o,x1,-0.5601382181526501
o,x1,-0.5592326920645143
o,x1,-0.5592326920645143
o,x1,-0.5592326920645143
o,x1,-0.5565472271708033
o,x1,-0.5540707062895521
o,x1,-0.5540707062895521
o,x1,-0.5522779689347607
o,x1,-0.5557507249414366
o,x1,-0.5549258932635032
o,x1,-0.5549258932635032
o,x1,-0.5549258932635032
o,x1,-0.5542357950001249
o,x1,-0.5542357950001249
o,x1,-0.5542357950001249
o,x1,-0.5542357950001249
o,x1,-0.5542357950001249
o,x1,-0.5542357950001249
o,x1,-0.5542357950001249
o,x1,-0.5542357950001249
o,x1,-0.5542357950001249
o,x1,-0.5525139914414204
o,x1,-0.5525139914414204
o,x1,-0.5527137201726877
o,x1,-0.5527137201726877
o,x1,-0.5527137201726877
o,x1,-0.5533527965112072
o,x1,-0.5533527965112072
o,x1,-0.5533527965112072
o,x1,-0.5533527965112072
o,x1,-0.5533527965112072
o,x1,-0.5533527965112072
o,x1,-0.5537272505779804
o,x1,-0.5537272505779804
o,x1,-0.5537272505779804
o,x1,-0.5537272505779804
o,x1,-0.5537272505779804
o,x1,-0.5537272505779804
o,x1,-0.5528563692839964
o,x1,-0.5528563692839964
o,x1,-0.5528563692839964
o,x1,-0.5528563692839964
o,x1,-0.5528563692839964
o,x1,-0.552396430848894
o,x1,-0.5508013040272365
o,x1,-0.5508402286735987
o,x1,-0.5508402286735987
o,x1,-0.5508402286735987
o,x1,-0.5500600482997006
o,x1,-0.5500600482997006
o,x1,-0.5500600482997006
o,x1,-0.5500600482997006
o,x1,-0.5500600482997006
o,x1,-0.5500600482997006
o,x1,-0.5500600482997006
o,x1,-0.5500600482997006
o,x1,-0.5500600482997006
o,x1,-0.5500600482997006
o,x1,-0.5500600482997006
o,x1,-0.5500600482997006
o,x1,-0.5500600482997006
o,x1,-0.5500600482997006
o,x1,-0.5500600482997006
o,x1,-0.5500600482997006
o,x1,-0.5500600482997006
o,x1,-0.5500600482997006
o,x1,-0.5500600482997006
o,x1,-0.5500600482997006
o,x1,-0.5500600482997006
o,x1,-0.5500600482997006
o,x1,-0.5509222748874072
o,x1,-0.5497759249475208
o,x1,-0.5497759249475208
o,x1,-0.5497759249475208
o,x1,-0.5497759249475208
o,x1,-0.5497759249475208
o,x1,-0.5497759249475208
o,x1,-0.5497759249475208
o,x1,-0.5497759249475208
o,x1,-0.5491199665552118
o,x1,-0.5491199665552118
o,x1,-0.5476795598786443
o,x1,-0.5476795598786443
o,x1,-0.5476795598786443
o,x1,-0.5476795598786443
o,x1,-0.5504237268606413
o,x1,-0.5504237268606413
o,x1,-0.5504237268606413
o,x1,-0.5504237268606413
o,x1,-0.5504237268606413
o,x1,-0.5512269739945717
o,x1,-0.5512269739945717
o,x1,-0.5506718815739655
o,x1,-0.5527322920986678
o,x1,-0.5527322920986678
o,x1,-0.5527322920986678
o,x1,-0.55099686800525
o,x1,-0.55099686800525
o,x1,-0.55099686800525
o,x1,-0.55099686800525
o,x1,-0.55099686800525
o,x1,-0.55099686800525
o,x1,-0.55099686800525
o,x1,-0.55099686800525
o,x1,-0.55099686800525
o,x1,-0.55099686800525
o,x1,-0.55099686800525
o,x1,-0.55099686800525
o,x1,-0.55099686800525
o,x1,-0.55099686800525
o,x1,-0.5510107537967619
o,x1,-0.5511315205827945
o,x1,-0.5511315205827945
o,x1,-0.5511315205827945
o,x1,-0.5511315205827945
o,x1,-0.5511315205827945
o,x1,-0.5511315205827945
o,x1,-0.5511315205827945
o,x1,-0.5511315205827945
o,x1,-0.54803343191251
o,x1,-0.54803343191251
o,x1,-0.5494949463357871
o,x1,-0.5494949463357871
o,x1,-0.5494949463357871
o,x1,-0.5489139464074316
o,x1,-0.5474300846740909
o,x1,-0.5474300846740909
o,x1,-0.5477844945419663
o,x1,-0.5477844945419663
o,x1,-0.5477844945419663
o,x1,-0.5477844945419663
o,x1,-0.5477844945419663
o,x1,-0.5477844945419663
o,x1,-0.5477844945419663
o,x1,-0.5477844945419663
o,x1,-0.5477844945419663
o,x1,-0.5477844945419663
o,x1,-0.5477844945419663
o,x1,-0.5477844945419663
o,x1,-0.5477844945419663
o,x1,-0.5477844945419663
o,x1,-0.5477844945419663
o,x1,-0.5477844945419663
o,x1,-0.5477844945419663
o,x1,-0.5477844945419663
o,x1,-0.5477844945419663
o,x1,-0.5477844945419663
o,x1,-0.5477844945419663
o,x1,-0.5477844945419663
o,x1,-0.5465209930020037
o,x1,-0.5465209930020037
o,x1,-0.5466972008222531
o,x1,-0.5462493611436899
o,x1,-0.5462493611436899
o,x1,-0.5462493611436899
o,x1,-0.5462493611436899
o,x1,-0.5462493611436899
o,x1,-0.547371957512038
o,x1,-0.547371957512038
o,x1,-0.5476085077624049
o,x1,-0.5476085077624049
o,x1,-0.5478878999733222
o,x1,-0.5478878999733222
o,x1,-0.5478878999733222
o,x1,-0.5478878999733222
o,x1,-0.5478878999733222
o,x1,-0.5478878999733222
o,x1,-0.5478878999733222
o,x1,-0.5478878999733222
o,x1,-0.5478878999733222
o,x1,-0.5478878999733222
o,x1,-0.5478878999733222
o,x1,-0.5478878999733222
o,x1,-0.5478878999733222
o,x1,-0.5478878999733222
o,x1,-0.5478878999733222
o,x1,-0.5478878999733222
o,x1,-0.5478878999733222
o,x1,-0.5478878999733222
o,x1,-0.5478878999733222
o,x1,-0.5478878999733222
o,x1,-0.5478878999733222
o,x1,-0.5478878999733222
o,x1,-0.5478878999733222
o,x1,-0.5478878999733222
o,x1,-0.5478878999733222
o,x1,-0.5478878999733222
o,x1,-0.5478878999733222
o,x1,-0.5478878999733222
o,x1,-0.5478878999733222
o,x1,-0.5478878999733222
o,x1,-0.5478878999733222
o,x1,-0.5478878999733222
o,x1,-0.5478878999733222
o,x1,-0.5478878999733222
o,x1,-0.5478878999733222
o,x1,-0.5478878999733222
o,x1,-0.5478878999733222
o,x1,-0.5470578070850376
o,x1,-0.5470578070850376
o,x1,-0.5474360581475574
o,x1,-0.5474360581475574
o,x1,-0.5450055339759906
o,x1,-0.5450055339759906
o,x1,-0.5450055339759906
o,x1,-0.5450055339759906
o,x1,-0.5453541368305727
o,x1,-0.5453541368305727
o,x1,-0.5453541368305727
o,x1,-0.5453541368305727
o,x1,-0.5453541368305727
o,x1,-0.5453541368305727
o,x1,-0.5453541368305727
o,x1,-0.5453541368305727
o,x1,-0.547325323306282
o,x1,-0.547325323306282
o,x1,-0.547325323306282
o,x1,-0.547325323306282
o,x1,-0.547325323306282
o,x1,-0.547325323306282
o,x1,-0.547325323306282
o,x1,-0.547325323306282
o,x1,-0.547325323306282
o,x1,-0.547325323306282
o,x1,-0.547325323306282
o,x1,-0.547325323306282
o,x1,-0.547325323306282
o,x1,-0.547325323306282
o,x1,-0.547325323306282
o,x1,-0.547325323306282
o,x1,-0.547325323306282
o,x1,-0.5452541657906942
o,x1,-0.5452541657906942
o,x1,-0.5452541657906942
o,x1,-0.5452541657906942
o,x1,-0.5452541657906942
o,x1,-0.5452541657906942
o,x1,-0.5452541657906942
o,x1,-0.5452541657906942
o,x1,-0.5452541657906942
o,x1,-0.5452541657906942
o,x1,-0.5452541657906942
o,x1,-0.5452541657906942
o,x1,-0.5452541657906942
o,x1,-0.5445810090268894
o,x1,-0.5445810090268894
o,x1,-0.5445810090268894
o,x1,-0.5445810090268894
o,x1,-0.5445810090268894
o,x1,-0.5445810090268894
o,x1,-0.5445810090268894
o,x1,-0.5443984493832906
o,x1,-0.5443984493832906
o,x1,-0.5443984493832906
o,x1,-0.5443984493832906
o,x1,-0.5443984493832906
o,x1,-0.5443984493832906
o,x1,-0.5443984493832906
o,x1,-0.5443984493832906
o,x1,-0.5443984493832906
o,x1,-0.5443984493832906
o,x1,-0.5443984493832906
o,x1,-0.5433016736987553
o,x1,-0.5433016736987553
o,x1,-0.5433016736987553
o,x1,-0.5433016736987553
o,x1,-0.5433016736987553
o,x1,-0.5433016736987553
o,x1,-0.5405908309930282
o,x1,-0.5405908309930282
o,x1,-0.5405908309930282
o,x1,-0.5405908309930282
o,x1,-0.5405908309930282
o,x1,-0.5405908309930282
o,x1,-0.5405908309930282
o,x1,-0.5405908309930282
o,x1,-0.5405908309930282
o,x1,-0.5405908309930282
o,x1,-0.5405908309930282
o,x1,-0.5405908309930282
o,x1,-0.5405908309930282
o,x1,-0.5405908309930282
o,x1,-0.5405908309930282
o,x1,-0.5405908309930282
o,x1,-0.5405908309930282
o,x1,-0.5405908309930282
o,x1,-0.5405908309930282
o,x1,-0.5405908309930282
o,x1,-0.5405908309930282
o,x1,-0.5405908309930282
o,x1,-0.5405908309930282
o,x1,-0.5405908309930282
o,x1,-0.5405908309930282
o,x1,-0.5405908309930282
o,x1,-0.5405908309930282
o,x1,-0.5405908309930282
o,x1,-0.5405908309930282
o,x1,-0.5405908309930282
o,x1,-0.5405908309930282
o,x1,-0.5405908309930282
o,x1,-0.5405908309930282
o,x1,-0.5405908309930282
o,x1,-0.5405908309930282
o,x1,-0.5405908309930282
o,x1,-0.5405908309930282
o,x1,-0.5405908309930282
o,x1,-0.5405908309930282
o,x1,-0.5405908309930282
o,x1,-0.5405908309930282
o,x1,-0.5405908309930282
o,x1,-0.5405908309930282
o,x1,-0.5405908309930282
o,x1,-0.5405908309930282
o,x1,-0.5405908309930282
o,x1,-0.5405908309930282
o,x1,-0.5405908309930282
o,x1,-0.5405908309930282
o,x1,-0.5405908309930282
o,x1,-0.5409812543260326
o,x1,-0.5409812543260326
o,x1,-0.5419938655556218
o,x1,-0.5419938655556218
o,x1,-0.5419938655556218
o,x1,-0.5419938655556218
o,x1,-0.5419938655556218
o,x1,-0.5419938655556218
o,x1,-0.5419938655556218
o,x1,-0.5419938655556218
o,x1,-0.5419938655556218
o,x1,-0.5419938655556218
o,x1,-0.5419938655556218
o,x1,-0.5419938655556218
o,x1,-0.5419938655556218
o,x1,-0.5419938655556218
o,x1,-0.5429689919821825
o,x1,-0.5429689919821825
o,x1,-0.5429689919821825
o,x1,-0.5460844287607486
o,x1,-0.5460844287607486
o,x1,-0.5460844287607486
o,x1,-0.5460844287607486
o,x1,-0.5460844287607486
o,x1,-0.5460844287607486
o,x1,-0.5460844287607486
o,x1,-0.5460844287607486
o,x1,-0.5460844287607486
o,x1,-0.5460844287607486
o,x1,-0.5460844287607486
o,x1,-0.5460844287607486
o,x1,-0.5460844287607486
o,x1,-0.5460844287607486
o,x1,-0.5460844287607486
o,x1,-0.5460844287607486
o,x1,-0.5460844287607486
o,x1,-0.5460844287607486
o,x1,-0.5460844287607486
o,x1,-0.5460844287607486
o,x1,-0.5460844287607486
o,x1,-0.5460844287607486
o,x1,-0.5460844287607486
o,x1,-0.5460844287607486
o,x1,-0.5460844287607486
o,x1,-0.5460844287607486
o,x1,-0.5460844287607486
o,x1,-0.5460844287607486
o,x1,-0.5460844287607486
o,x1,-0.5460844287607486
o,x1,-0.5460844287607486
o,x1,-0.5460844287607486
o,x1,-0.5460844287607486
o,x1,-0.5460844287607486
o,x1,-0.5460844287607486
o,x1,-0.5460844287607486
o,x1,-0.5460844287607486
o,x1,-0.5484305993097447
o,x1,-0.5484305993097447
o,x1,-0.5493790761161697
o,x1,-0.5493790761161697
o,x1,-0.5493790761161697
o,x1,-0.5493790761161697
o,x1,-0.5493790761161697
o,x1,-0.5493790761161697
o,x1,-0.5485606487131971
o,x1,-0.5485606487131971
o,x1,-0.5485606487131971
o,x1,-0.5485606487131971
o,x1,-0.5485606487131971
o,x1,-0.5485606487131971
o,x1,-0.5485606487131971
o,x1,-0.5485606487131971
o,x1,-0.5485606487131971
o,x1,-0.5513499525876538
o,x1,-0.5513499525876538
o,x1,-0.5513499525876538
o,x1,-0.5513499525876538
o,x1,-0.5513499525876538
o,x1,-0.5513499525876538
o,x1,-0.5513499525876538
o,x1,-0.5513499525876538
o,x1,-0.5513499525876538
o,x1,-0.5514644832955569
o,x1,-0.5527033151762251
o,x1,-0.5527033151762251
o,x1,-0.5527033151762251
o,x1,-0.5527033151762251
o,x1,-0.5527033151762251
o,x1,-0.5527033151762251
o,x1,-0.5527033151762251
o,x1,-0.5527033151762251
o,x1,-0.5527033151762251
o,x1,-0.5527033151762251
o,x1,-0.5527033151762251
o,x1,-0.5527033151762251
o,x1,-0.5547031534305839
o,x1,-0.5547031534305839
o,x1,-0.5547031534305839
o,x1,-0.5547031534305839
o,x1,-0.5547031534305839
o,x1,-0.5547031534305839
o,x1,-0.5547031534305839
o,x1,-0.5547031534305839
o,x1,-0.551704802294847
o,x1,-0.551704802294847
o,x1,-0.551704802294847
o,x1,-0.551704802294847
o,x1,-0.551704802294847
o,x1,-0.551704802294847
o,x1,-0.551704802294847
o,x1,-0.551704802294847
o,x1,-0.551704802294847
o,x1,-0.551704802294847
o,x1,-0.551704802294847
o,x1,-0.551704802294847
o,x1,-0.551704802294847
o,x1,-0.5557775998936704
o,x1,-0.5557775998936704
o,x1,-0.5557775998936704
o,x1,-0.5557775998936704
o,x1,-0.5557775998936704
o,x1,-0.5557775998936704
o,x1,-0.5557775998936704
o,x1,-0.5557775998936704
o,x1,-0.5557775998936704
o,x1,-0.5557775998936704
o,x1,-0.5557775998936704
o,x1,-0.5557775998936704
o,x1,-0.5557775998936704
o,x1,-0.5557775998936704
o,x1,-0.5557775998936704
o,x1,-0.5557775998936704
o,x1,-0.5557775998936704
o,x1,-0.5557775998936704
o,x1,-0.5557775998936704
o,x1,-0.5557775998936704
o,x1,-0.5557775998936704
o,x1,-0.5557775998936704
o,x1,-0.5557775998936704
o,x1,-0.5557775998936704
o,x1,-0.5557775998936704
o,x1,-0.5557775998936704
o,x1,-0.5557775998936704
o,x1,-0.5570074822409653
o,x1,-0.5570074822409653
o,x1,-0.5570074822409653
o,x1,-0.5570074822409653
o,x1,-0.5570074822409653
o,x1,-0.5540351019407369
o,x1,-0.5540351019407369
o,x1,-0.5540351019407369
o,x1,-0.5515657626842495
o,x1,-0.5515657626842495
o,x1,-0.5493944073041889
o,x1,-0.5493944073041889
o,x1,-0.5493944073041889
o,x1,-0.5493944073041889
o,x1,-0.5493944073041889
o,x1,-0.5493944073041889
o,x1,-0.5493944073041889
o,x1,-0.5493944073041889
o,x1,-0.5493944073041889
o,x1,-0.5493944073041889
o,x1,-0.5493944073041889
o,x1,-0.5493944073041889
o,x1,-0.5493944073041889
o,x1,-0.5493944073041889
o,x1,-0.5493944073041889
o,x1,-0.5493944073041889
o,x1,-0.5493944073041889
o,x1,-0.5493944073041889
o,x1,-0.5493944073041889
o,x1,-0.5493944073041889
o,x1,-0.5493944073041889
o,x1,-0.5493944073041889
o,x1,-0.5493944073041889
o,x1,-0.5493944073041889
o,x1,-0.5493944073041889
o,x1,-0.5493944073041889
o,x1,-0.5493944073041889
o,x1,-0.5493944073041889
o,x1,-0.5493944073041889
o,x1,-0.5493944073041889
o,x1,-0.5493944073041889
o,x1,-0.5493944073041889
o,x1,-0.5493944073041889
o,x1,-0.5493944073041889
o,x1,-0.5493944073041889
o,x1,-0.5493944073041889
o,x1,-0.5493944073041889
o,x1,-0.5493944073041889
o,x1,-0.5443953686463506
o,x1,-0.5443953686463506
o,x1,-0.5443953686463506
o,x1,-0.5443953686463506
o,x1,-0.5443953686463506
o,x1,-0.5443953686463506
o,x1,-0.5443953686463506
o,x1,-0.5443953686463506
o,x1,-0.5443953686463506
o,x1,-0.5443953686463506
o,x1,-0.5443953686463506
o,x1,-0.5443953686463506
o,x1,-0.5443953686463506
o,x1,-0.5443953686463506
o,x1,-0.5443953686463506
o,x1,-0.5443953686463506
o,x1,-0.5443953686463506
o,x1,-0.5443953686463506
o,x1,-0.5443953686463506
o,x1,-0.5443953686463506
o,x1,-0.5443953686463506
o,x1,-0.5443953686463506
o,x1,-0.5443953686463506
o,x1,-0.5443953686463506
o,x1,-0.5443953686463506
o,x1,-0.5443953686463506
o,x1,-0.5418598547414658
o,x1,-0.5418598547414658
o,x1,-0.5418598547414658
o,x1,-0.5418598547414658
o,x1,-0.5418598547414658
o,x1,-0.5418598547414658
o,x1,-0.5418598547414658
o,x1,-0.5418598547414658
o,x1,-0.5418598547414658
o,x1,-0.5418598547414658
o,x1,-0.5418598547414658
o,x1,-0.5418598547414658
o,x1,-0.5418598547414658
o,x1,-0.5418598547414658
o,x1,-0.5418598547414658
o,x1,-0.5418598547414658
o,x1,-0.5418598547414658
o,x1,-0.5418598547414658
o,x1,-0.5418598547414658
o,x1,-0.5418598547414658
o,x1,-0.5418598547414658
o,x1,-0.5418598547414658
o,x1,-0.5418598547414658
o,x1,-0.5485209139492523
o,x1,-0.5460275301550228
o,x1,-0.5460275301550228
o,x1,-0.5460275301550228
o,x1,-0.5460275301550228
o,x1,-0.5460275301550228
o,x1,-0.5460275301550228
o,x1,-0.5460275301550228
o,x1,-0.5460275301550228
o,x1,-0.5460275301550228
o,x1,-0.5460275301550228
o,x1,-0.5460275301550228
o,x1,-0.5460275301550228
o,x1,-0.5460275301550228
o,x1,-0.5460275301550228
o,x1,-0.546313851144563
o,x1,-0.546313851144563
o,x1,-0.546313851144563
o,x1,-0.546313851144563
o,x1,-0.546313851144563
o,x1,-0.546313851144563
o,x1,-0.546313851144563
o,x1,-0.546313851144563
o,x1,-0.5463795148915415
o,x1,-0.5463795148915415
o,x1,-0.5463795148915415
o,x1,-0.5463795148915415
o,x1,-0.5463795148915415
o,x1,-0.5463795148915415
o,x1,-0.5463795148915415
o,x1,-0.5463795148915415
o,x1,-0.5463795148915415
o,x1,-0.5463795148915415
o,x1,-0.5463795148915415
o,x1,-0.5463795148915415
o,x1,-0.5463795148915415
o,x1,-0.5463795148915415
o,x1,-0.5463795148915415
o,x1,-0.5463795148915415
o,x1,-0.5463795148915415
o,x1,-0.5463795148915415
o,x1,-0.5493210570463859
o,x1,-0.551761901757983
o,x1,-0.551761901757983
o,x1,-0.551761901757983
o,x1,-0.5535246766722124
o,x1,-0.5544977899346557
o,x1,-0.5548662332280513
o,x1,-0.5548662332280513
o,x1,-0.5519759326525461
o,x1,-0.5519759326525461
o,x1,-0.5519759326525461
o,x1,-0.5519759326525461
o,x1,-0.5519759326525461
o,x1,-0.5519759326525461
o,x1,-0.5519759326525461
o,x1,-0.5519759326525461
o,x1,-0.5519759326525461
o,x1,-0.5519759326525461
o,x1,-0.5523502119710602
o,x1,-0.5523502119710602
o,x1,-0.5533507949901888
o,x1,-0.5533507949901888
o,x1,-0.5533507949901888
o,x1,-0.5533507949901888
o,x1,-0.5533507949901888
o,x1,-0.5538921057727443
o,x1,-0.5538921057727443
o,x1,-0.5538921057727443
o,x1,-0.5538921057727443
o,x1,-0.5538921057727443
o,x1,-0.5538921057727443
o,x1,-0.5538921057727443
o,x1,-0.5538921057727443
o,x1,-0.5538921057727443
o,x1,-0.5538921057727443
o,x1,-0.5538921057727443
o,x1,-0.5538921057727443
o,x1,-0.5538921057727443
o,x1,-0.5538921057727443
o,x1,-0.5538921057727443
o,x1,-0.5538921057727443
o,x1,-0.5538921057727443
o,x1,-0.5529876914337466
o,x1,-0.5529876914337466
o,x1,-0.5529876914337466
o,x1,-0.5529876914337466
o,x1,-0.5538484400265176
o,x1,-0.5538484400265176
o,x1,-0.5538484400265176
o,x1,-0.5532558805063604
o,x1,-0.5532558805063604
o,x1,-0.5532558805063604
o,x1,-0.5532558805063604
o,x1,-0.5532558805063604
o,x1,-0.5532558805063604
o,x1,-0.5532558805063604
o,x1,-0.5528168010156396
o,x1,-0.5528168010156396
o,x1,-0.5528168010156396
o,x1,-0.5528168010156396
o,x1,-0.5528168010156396
o,x1,-0.5528168010156396
o,x1,-0.5528168010156396
o,x1,-0.5528168010156396
o,x1,-0.5528168010156396
o,x1,-0.5528168010156396
o,x1,-0.5528168010156396
o,x1,-0.5528168010156396
o,x1,-0.5528168010156396
o,x1,-0.5528168010156396
o,x1,-0.5515481977594077
o,x1,-0.5515481977594077
o,x1,-0.5515481977594077
o,x1,-0.5515481977594077
o,x1,-0.5515481977594077
o,x1,-0.5515481977594077
o,x1,-0.5515481977594077
o,x1,-0.5515481977594077
o,x1,-0.5515481977594077
o,x1,-0.5515481977594077
o,x1,-0.5515481977594077
o,x1,-0.5515481977594077
o,x1,-0.5515481977594077
o,x1,-0.5515481977594077
o,x1,-0.5500544546267913
o,x1,-0.5500544546267913
o,x1,-0.5500544546267913
o,x1,-0.5500544546267913
o,x1,-0.5500544546267913
o,x1,-0.5500544546267913
o,x1,-0.5500544546267913
o,x1,-0.5500544546267913
o,x1,-0.5500544546267913
o,x1,-0.5500544546267913
o,x1,-0.5500544546267913
o,x1,-0.5500544546267913
o,x1,-0.5500544546267913
o,x1,-0.5500544546267913
o,x1,-0.5500544546267913
o,x1,-0.5500544546267913
o,x1,-0.5494706768922576
o,x1,-0.5494706768922576
o,x1,-0.5494706768922576
o,x1,-0.5494706768922576
o,x1,-0.547267553912307
o,x1,-0.5451343004000486
o,x1,-0.5451343004000486
o,x1,-0.5451343004000486
o,x1,-0.5451343004000486
o,x1,-0.5451343004000486
o,x1,-0.5451343004000486
o,x1,-0.5433033036029906
o,x1,-0.5433033036029906
o,x1,-0.5433033036029906
o,x1,-0.5433033036029906
o,x1,-0.5433033036029906
o,x1,-0.5433033036029906
o,x1,-0.5433033036029906
o,x1,-0.5433033036029906
o,x1,-0.5433033036029906
o,x1,-0.5433033036029906
o,x1,-0.5433033036029906
o,x1,-0.5433033036029906
o,x1,-0.5433033036029906
o,x1,-0.5433033036029906
o,x1,-0.5440272312179499
o,x1,-0.5440272312179499
o,x1,-0.5440272312179499
o,x1,-0.545321893276958
o,x1,-0.5442946985816368
o,x1,-0.5449966518936957
o,x1,-0.5449966518936957
o,x1,-0.5449966518936957
o,x1,-0.5454276188498743
o,x1,-0.5454276188498743
o,x1,-0.5454276188498743
o,x1,-0.5454276188498743
o,x1,-0.5454276188498743
o,x1,-0.5454276188498743
o,x1,-0.5454276188498743
o,x1,-0.5454276188498743
o,x1,-0.5457811608994169
o,x1,-0.5466637631481523
o,x1,-0.5466637631481523
o,x1,-0.5466637631481523
o,x1,-0.5466637631481523
o,x1,-0.5466637631481523
o,x1,-0.5466637631481523
o,x1,-0.5466637631481523
o,x1,-0.5418410577897174
o,x1,-0.5418410577897174
o,x1,-0.5400292005275463
o,x1,-0.5400292005275463
o,x1,-0.5400292005275463
o,x1,-0.5400292005275463
o,x1,-0.540475907313774
o,x1,-0.540475907313774
o,x1,-0.540475907313774
o,x1,-0.540475907313774
o,x1,-0.540475907313774
o,x1,-0.540475907313774
o,x1,-0.540475907313774
o,x1,-0.540475907313774
o,x1,-0.540475907313774
o,x1,-0.540475907313774
o,x1,-0.540475907313774
o,x1,-0.5407282350382282
o,x1,-0.5407282350382282
o,x1,-0.5407282350382282
o,x1,-0.5407282350382282
o,x1,-0.5407282350382282
o,x1,-0.5407282350382282
o,x1,-0.5407282350382282
o,x1,-0.5407282350382282
o,x1,-0.5407282350382282
o,x1,-0.5407282350382282
o,x1,-0.5407282350382282
o,x1,-0.5407282350382282
o,x1,-0.5407282350382282
o,x1,-0.5407282350382282
o,x1,-0.5407282350382282
o,x1,-0.5400683186118806
o,x1,-0.5401611796998018
o,x1,-0.5401611796998018
o,x1,-0.5418688821516768
o,x1,-0.5418688821516768
o,x1,-0.5418688821516768
o,x1,-0.5418688821516768
o,x1,-0.5418688821516768
o,x1,-0.5369832984816375
o,x1,-0.5369832984816375
o,x1,-0.537113918989273
o,x1,-0.537113918989273
o,x1,-0.537113918989273
o,x1,-0.537113918989273
o,x1,-0.537113918989273
o,x1,-0.537113918989273
o,x1,-0.537113918989273
o,x1,-0.537113918989273
o,x1,-0.537113918989273
o,x1,-0.5369761040921167
o,x1,-0.5369761040921167
o,x1,-0.5369761040921167
o,x1,-0.5369761040921167
o,x1,-0.5369761040921167
o,x1,-0.5360576178305357
o,x1,-0.5360576178305357
o,x1,-0.535218092722979
o,x1,-0.535218092722979
o,x1,-0.535218092722979
o,x1,-0.5385443306983925
o,x1,-0.5385443306983925
o,x1,-0.5385443306983925
o,x1,-0.5385443306983925
o,x1,-0.5385443306983925
o,x1,-0.5396052768511147
o,x1,-0.5396052768511147
o,x1,-0.5396052768511147
o,x1,-0.5396052768511147
o,x1,-0.5396052768511147
o,x1,-0.5396052768511147
o,x1,-0.5396052768511147
o,x1,-0.5396052768511147
o,x1,-0.5396052768511147
o,x1,-0.5402829890786053
o,x1,-0.5402829890786053
